strain	Unnamed: 0	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	name	hct
hCoV-19/USA/WA-S6077/2021	90527	betacoronavirus	EPI_ISL_1711514	?	2021-03-22	North America	USA	Washington	King County	North America	USA	Washington	genome	29629	Human	unknown	unknown	?	B.1.1.7	GRY	Evergreen Healthcare	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6077/2021	no
hCoV-19/USA/WA-S3560/2021	84713	betacoronavirus	EPI_ISL_890986	?	2021-01-12	North America	USA	Washington	King County	North America	USA	Washington	genome	29648	Human	unknown	unknown	?	B.1.234	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-29	?	hCoV-19/USA/WA-S3560/2021	yes
hCoV-19/USA/WA-S8284/2021	105799	betacoronavirus	EPI_ISL_2692320	?	2021-05-12	North America	USA	Washington	King County	North America	USA	Washington	genome	29623	Human	unknown	unknown	?	B.1.1.7	GRY	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-06-26	?	hCoV-19/USA/WA-S8284/2021	yes
hCoV-19/USA/WA-PHL-000485/2021	95533	betacoronavirus	EPI_ISL_1747422	?	2021-04-17	North America	USA	Washington	King County	North America	USA	Washington	genome	29849	Human	unknown	unknown	?	Q.3	GRY	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Joenice Gonzalez, Hannah Gray, Geoff Melly, Vanessa De Los Santos, Darren Lucas, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2021-04-27	?	hCoV-19/USA/WA-PHL-000485/2021	no
hCoV-19/USA/WA-S3290/2020	46233	betacoronavirus	EPI_ISL_849508	?	2020-11-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29863	Human	unknown	unknown	?	B.1.369	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3290/2020	yes
hCoV-19/USA/WA-S14580/2021	29722	betacoronavirus	EPI_ISL_7269999	?	2021-09-25	North America	USA	Washington	King County	North America	USA	Washington	genome	29494	Human	unknown	unknown	?	AY.103	GK	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-07	?	hCoV-19/USA/WA-S14580/2021	no
hCoV-19/USA/WA-S4244/2021	84188	betacoronavirus	EPI_ISL_962337	?	2021-01-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29334	Human	unknown	unknown	?	B.1.400	G	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Ryan Alexander, Daniel Bates, Rebecca Bruders, Stephanie DeBaun, Clem Green, Muhammad Halimun, Jessica Halow, Kneshay Harper, Matt Hartman, Andrew Meuser, Alex Nguyen, Truong Nguyen, Sofia Olsson, Sadie Patraw, Hannah Petersen, Tobias Ragoczy, Joshua Richards, Jacob Rodriguez, John Stamatoyannopoulos, Julia Wald, Olivia Waltner, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-02-10	?	hCoV-19/USA/WA-S4244/2021	no
hCoV-19/USA/WA-S3716/2020	47379	betacoronavirus	EPI_ISL_903002	?	2020-11-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29741	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-30	?	hCoV-19/USA/WA-S3716/2020	yes
hCoV-19/USA/WA-S15665/2021	39676	betacoronavirus	EPI_ISL_8035173	?	2021-11-22	North America	USA	Washington	King County	North America	USA	Washington	genome	29785	Human	unknown	unknown	?	AY.44	GK	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15665/2021	no
hCoV-19/USA/WA-PHL-020759/2022	82968	betacoronavirus	EPI_ISL_12969367	?	2022-05-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29421	Human	unknown	unknown	?	BA.2	GRA	Northwest Laboratory	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-05-27	?	hCoV-19/USA/WA-PHL-020759/2022	no
hCoV-19/USA/WA-S6108/2021	93338	betacoronavirus	EPI_ISL_1711556	?	2021-04-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29865	Human	unknown	unknown	?	P.2	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6108/2021	yes
hCoV-19/USA/WA-PHL-015908/2022	70201	betacoronavirus	EPI_ISL_11300186	?	2022-03-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29434	Human	unknown	unknown	?	BA.1.1	GRA	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-03-22	?	hCoV-19/USA/WA-PHL-015908/2022	no
hCoV-19/USA/WA-S8117/2021	104887	betacoronavirus	EPI_ISL_2536648	?	2021-05-17	North America	USA	Washington	King County	North America	USA	Washington	genome	29713	Human	unknown	unknown	?	Q.3	GRY	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-06-15	?	hCoV-19/USA/WA-S8117/2021	no
hCoV-19/USA/WA-S3238/2020	45840	betacoronavirus	EPI_ISL_849480	?	2020-10-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29856	Human	unknown	unknown	?	B.1.1	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3238/2020	no
hCoV-19/USA/WA-S3758/2020	47345	betacoronavirus	EPI_ISL_903044	?	2020-12-29	North America	USA	Washington	Snohomish County	North America	USA	Washington	genome	29570	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-30	?	hCoV-19/USA/WA-S3758/2020	yes
hCoV-19/USA/WA-PHL-015912/2022	70191	betacoronavirus	EPI_ISL_11300190	?	2022-03-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29453	Human	unknown	unknown	?	BA.1.1	GRA	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-03-22	?	hCoV-19/USA/WA-PHL-015912/2022	no
hCoV-19/USA/WA-PHL-006567/2021	36764	betacoronavirus	EPI_ISL_6930339	?	2021-11-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29778	Human	unknown	unknown	?	AY.103	GK	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Joenice Gonzalez, Hannah Gray, Geoff Melly, Vanessa De Los Santos, Darren Lucas, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2021-12-01	?	hCoV-19/USA/WA-PHL-006567/2021	no
hCoV-19/USA/WA-S18382/2022	62346	betacoronavirus	EPI_ISL_10571000	?	2022-01-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29787	Human	unknown	unknown	?	BA.1.15	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Jeff Duchin, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2022-03-02	?	hCoV-19/USA/WA-S18382/2022	no
hCoV-19/USA/WA-S2911/2020	45392	betacoronavirus	EPI_ISL_596442	?	2020-10-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29847	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2020-10-27	?	hCoV-19/USA/WA-S2911/2020	yes
hCoV-19/USA/WA-S6003/2021	90434	betacoronavirus	EPI_ISL_1587222	?	2021-03-26	North America	USA	Washington	King County	North America	USA	Washington	genome	29589	Human	unknown	unknown	?	B.1.525	G	Altius Institute	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Ryan Alexander, Daniel Bates, Rebecca Bruders, Stephanie DeBaun, Clem Green, Muhammad Halimun, Jessica Halow, Kneshay Harper, Matt Hartman, Andrew Meuser, Alex Nguyen, Truong Nguyen, Sofia Olsson, Sadie Patraw, Hannah Petersen, Tobias Ragoczy, Joshua Richards, Jacob Rodriguez, John Stamatoyannopoulos, Julia Wald, Olivia Waltner, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-04-14	?	hCoV-19/USA/WA-S6003/2021	no
hCoV-19/USA/WA-S11903/2021	17438	betacoronavirus	EPI_ISL_4873232	?	2021-08-24	North America	USA	Washington	King County	North America	USA	Washington	genome	29669	Human	unknown	unknown	?	AY.54	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-10-05	?	hCoV-19/USA/WA-S11903/2021	yes
hCoV-19/USA/WA-S3925/2020	47334	betacoronavirus	EPI_ISL_911971	?	2020-12-23	North America	USA	Washington	King County	North America	USA	Washington	genome	29865	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-02-02	?	hCoV-19/USA/WA-S3925/2020	yes
hCoV-19/USA/WA-S5519/2021	89734	betacoronavirus	EPI_ISL_1468775	?	2021-03-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29768	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-03	?	hCoV-19/USA/WA-S5519/2021	yes
hCoV-19/USA/WA-S12597/2021	27925	betacoronavirus	EPI_ISL_5329163	?	2021-09-27	North America	USA	Washington	King County	North America	USA	Washington	genome	29773	Human	unknown	unknown	?	AY.5.3	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-10-19	?	hCoV-19/USA/WA-S12597/2021	yes
hCoV-19/USA/WA-S15262/2021	26082	betacoronavirus	EPI_ISL_7812538	?	2021-09-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29802	Human	unknown	unknown	?	AY.103	GK	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-18	?	hCoV-19/USA/WA-S15262/2021	no
hCoV-19/USA/WA-S11907/2021	17423	betacoronavirus	EPI_ISL_4874351	?	2021-08-17	North America	USA	Washington	King County	North America	USA	Washington	genome	29652	Human	unknown	unknown	?	AY.118	GK	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-10-05	?	hCoV-19/USA/WA-S11907/2021	no
hCoV-19/USA/WA-PHL-016379/2022	71148	betacoronavirus	EPI_ISL_11816810	?	2022-03-08	North America	USA	Washington	King County	North America	USA	Washington	genome	29453	Human	unknown	unknown	?	BA.1.1	GRA	Northwest Laboratory	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-04-07	?	hCoV-19/USA/WA-PHL-016379/2022	no
hCoV-19/USA/WA-S21212/2022	118623	betacoronavirus	EPI_ISL_13834437	?	2022-06-24	North America	USA	Washington		North America	USA	Washington	genome	29443	Human	unknown	unknown	?	BA.5.5	GRA	Seattle Flu Study, University of Washington Medical Center	Seattle Flu Study, University of Washington Medical Center	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-07-13	?	hCoV-19/USA/WA-S21212/2022	yes
hCoV-19/USA/WA-S15846/2021	50235	betacoronavirus	EPI_ISL_8822158	?	2021-12-23	North America	USA	Washington	King County	North America	USA	Washington	genome	29792	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-01-18	?	hCoV-19/USA/WA-S15846/2021	yes
hCoV-19/USA/WA-S6103/2021	90516	betacoronavirus	EPI_ISL_1711487	?	2021-03-31	North America	USA	Washington		North America	USA	Washington	genome	29726	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6103/2021	yes
hCoV-19/USA/WA-S3732/2020	47371	betacoronavirus	EPI_ISL_903018	?	2020-12-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29568	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-30	?	hCoV-19/USA/WA-S3732/2020	yes
hCoV-19/USA/WA-S15646/2021	39669	betacoronavirus	EPI_ISL_8035155	?	2021-11-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29821	Human	unknown	unknown	?	AY.3	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15646/2021	yes
hCoV-19/USA/WA-S21098/2022	118611	betacoronavirus	EPI_ISL_13834324	?	2022-06-17	North America	USA	Washington	King County	North America	USA	Washington	genome	29781	Human	unknown	unknown	?	BA.2.12.1	GRA	Seattle Flu Study, University of Washington Medical Center	Seattle Flu Study, University of Washington Medical Center	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-07-13	?	hCoV-19/USA/WA-S21098/2022	yes
hCoV-19/USA/WA-S5237/2020	47506	betacoronavirus	EPI_ISL_1222451	?	2020-10-25	North America	USA	Washington	King County	North America	USA	Washington	genome	29865	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-03-11	?	hCoV-19/USA/WA-S5237/2020	no
